_id,idpalabra,letra,palabra,descripcion
2191,2191,C,cornada,tekukuauilistli
2192,2192,C,corneta,teposkuakuauitl
2193,2193,C,cornudo,cuacuayoj
2194,2194,C,coro,kuikatlapechtli
2195,2195,C,corona,kopili
2196,2196,C,corral,tepanchinamitl
2197,2197,C,correcaminos,ejekatotolin
2198,2198,C,corredor,motlaloani
2199,2199,C,corregir,tlauelalilia
2200,2200,C,correo,amatlakuilistli
2201,2201,C,correr,motlaloa
2202,2202,C,corretear,toka
2203,2203,C,corrido ,kuikatlayeualtili
2204,2204,C,corriente,peyauak
2205,2205,C,corrupto,itlakauistiani
2206,2206,C,corse,siuanelpiloli
2207,2207,C,cortar,teki
2208,2208,C,cortar el cabello,tsonteki
2209,2209,C,cortar la cara,ixteki
2210,2210,C,corte de pelo,tsontekilistli
2211,2211,C,cortejar,nauatlajtolkuepa
2212,2212,C,cortes,tekpiltikani
2213,2213,C,cortesia,tekpiltikayotl
2214,2214,C,corteza terrestre ,atlalkaxoyatik
2215,2215,C,cortina,tokapantli
2216,2216,C,corto,achiueyak
2217,2217,C,corto de ideas,tetlasomakani
2218,2218,C,cosa,inejqui
2219,2219,C,cosa,puxaktik
2220,2220,C,cosa antigua,sololi
2221,2221,C,cosa cerrada,tlatsakutli
2222,2222,C,"cosa, asunto",tlamantli
2223,2223,C,coscorron,kuatepinili
2224,2224,C,cosecha,pixkalistli
2225,2225,C,cosechador,pixkalteki
2226,2226,C,cosechar,pixka
2227,2227,C,coser,tsoma
2228,2228,C,cosido,tlatsontli
2229,2229,C,costa,anauatl
2230,2230,C,costa rica,nekuiltonolanauak
2231,2231,C,costal,coxtal
2232,2232,C,costar,ipati
2233,2233,C,costarriqueño,nekuiltonolanauatl
2234,2234,C,costilla,isijcuil
2235,2235,C,costo,patioyotl
2236,2236,C,costra,huaca
2237,2237,C,costumbre,itoktli
2238,2238,C,costurera,tlasomani
2239,2239,C,cotorra serrana,kilitototl
2240,2240,C,coyame,koyamek
2241,2241,C,coyoacan,koyoakan
2242,2242,C,coyole,coyolin
2243,2243,C,coyolxauhqui,koyolxauki
2244,2244,C,coyote,coyo
2245,2245,C,coyotepec,koyotepek
2246,2246,C,coyotero,koyouak
2247,2247,C,coyuca,koyokan
2248,2248,C,coyuntura,saliuyantli
2249,2249,C,cpitan de combate,yaotekiuak
2250,2250,C,craneo,cuaomi
2251,2251,C,crater,axalapasko
2252,2252,C,creador del universo,senyokoyanemini
2253,2253,C,creatividad,nextilistli
2254,2254,C,crecer,hueya
2255,2255,C,crecer los rios,tlaueyalti
2256,2256,C,crecido,moskaltik
2257,2257,C,crecimiento,onyalistli
2258,2258,C,credo,neltokilistli
2259,2259,C,creer,neltoka
2260,2260,C,crema,akostik
2261,2261,C,crepusculo,tlapoyauak
2262,2262,C,crespo,kolochtik
2263,2263,C,crespo de pelo,cuamolochti
2264,2264,C,cresta,kuachikili
2265,2265,C,cresta de ave,kuanakatl
2266,2266,C,creyente,neltokoni
2267,2267,C,criada,siuatetlanamiuki
2268,2268,C,criado,itascaltin
2269,2269,C,criatura,tlayakoxtli
2270,2270,C,cricero,panoayan
2271,2271,C,crimen,tlatsautlakolistli
2272,2272,C,criminal,tlatsautlakoli
2273,2273,C,crin,ketsontli
2274,2274,C,criollo,tlakapiltik
2275,2275,C,cristal,tsilichtetl
2276,2276,C,cristianidad,kixtianayotl
2277,2277,C,cristiano,kixtiani
2278,2278,C,cristo,kixto
2279,2279,C,criterio,ixkoyotl
2280,2280,C,criticar,popoua
2281,2281,C,croacia,koaxia
2282,2282,C,croata,koaxiatl
2283,2283,C,cromado,petlaktik
2284,2284,C,cromar,petlakui
2285,2285,C,cromo,petlaktli
2286,2286,C,cruce,ojmachiotl
2287,2287,C,crucero,nauojtli
2288,2288,C,crudo ,ayamotlakxotili
2289,2289,C,cruel,atlakanesi
2290,2290,C,crueldad,atlakayotl
2291,2291,C,cruelmente ,atlakayotika
2292,2292,C,crujido,kapani
2293,2293,C,crujir,gajgacha
2294,2294,C,crujir,kapania
2295,2295,C,cruz,kuautolo
2296,2296,C,cruzar,pano
2297,2297,C,cuadrar,nopanitia
2298,2298,C,cuadril,ketstepoli
2299,2299,C,cuadro,nautlateuili
2300,2300,C,cuahpopacac,kuaupopokak
2301,2301,C,cuajar,latetsaua
2302,2302,C,cuajarse,tlatsakuania
2303,2303,C,cuajilote,kuauxilotl
2304,2304,C,cuajimalpa,kuauximalpan
2305,2305,C,cuajo,tlatsakuanilistli
2306,2306,C,cuajuado,tlatetsauli
2307,2307,C,cual,catia
2308,2308,C,cualquier persona,akinsaso
2309,2309,C,cuando,itkin
2310,2310,C,cuantas personas,kestlakapan
2311,2311,C,cuantas veces,keskipan
2312,2312,C,cuanto,keskin
2313,2313,C,cuantos,keskintin
2314,2314,C,cuarenta,ompoali
2315,2315,C,cuaresma,nesaualispan
2316,2316,C,cuarteto,tlapinaukuikalistli
2317,2317,C,cuarto,inik naui
2318,2318,C,cuarto de aseo,altikali
2319,2319,C,cuatela,nematilistli
2320,2320,C,cuatro mil,matlaktsontli
2321,2321,C,cuatrocientos,sentsontli
2322,2322,C,cuauhtemoc,kuautemok
2323,2323,C,cuauhtepec,kuautepek
2324,2324,C,cuauhtitlan,kuautitlan
2325,2325,C,cuauhtla,kuautlan
2326,2326,C,cuautlatzingo,kuautlatsinko
2327,2327,C,cuba,kopan
2328,2328,C,cubano,kopanekatl
2329,2329,C,cubierta,pipilkali
2330,2330,C,cubo,tlaxantetektli
2331,2331,C,cubrir,ixpachoa
2332,2332,C,cucaracha,kalayotl
2333,2333,C,cuchara,neloani
2334,2334,C,cuchara de barro,xomatli
2335,2335,C,cucharada,matlakualxopiloni
2336,2336,C,cucharon,teposneloani
2337,2337,C,cucharon de madera,kuauneloani
2338,2338,C,cuchillada,teposteuitekili
2339,2339,C,cuchillo,cochiloj
2340,2340,C,cucificion,tlamanayotl
2341,2341,C,cuello,kechtli
2342,2342,C,cuenca,tlaxomoli
2343,2343,C,cuenta,pouali
2344,2344,C,cuento ,tlajtolpapalotl
2345,2345,C,cuernavaca,kuaunauak
2346,2346,C,cuerno,cuacua
2347,2347,C,cuero,cuetax
2348,2348,C,cuero cabelludo,cuacajlo
2349,2349,C,cuero divino,nakayotsin
2350,2350,C,cuerpo,nakayotl
2351,2351,C,cuerpo gloroficado ,akenechiualistli
2352,2352,C,cuerpo humano ,tonakayotl
2353,2353,C,cuervo,kakalotl
2354,2354,C,cuervo de agua,akakalotl
2355,2355,C,"cuesta, subida",tlekoayan
2356,2356,C,cuetzalan,ketsalan
2357,2357,C,cueva,ixapoyo
2358,2358,C,cueva de agua,aostotl
2359,2359,C,cueva vertical,oluastli
2360,2360,C,cuicuilco,kuikuilko
2361,2361,C,cuidad,hueyialtepe
2362,2362,C,cuidad capital,altepetepantlajtokan
2363,2363,C,cuidad de durango,okopetlan
2364,2364,C,cuidad del carmen ,akalan
2365,2365,C,cuidadano,altepetlakatl
2366,2366,C,cuidades,altepemej
2367,2367,C,cuidado,netlakuitlauilistli
2368,2368,C,cuidador,telpochtlatok
2369,2369,C,cuidadora de doncellas,ichpochtiachkautli
2370,2370,C,cuidadoso,netlakuitlauini
2371,2371,C,cuitlacoche,kuitlakochin
2372,2372,C,culantrillo,tlakeketsatl
2373,2373,C,culiacan,koluatl
2374,2374,C,culpa,itechco
2375,2375,C,culpalalpan oaxaca,kalpolalpan
2376,2376,C,cultivar,tlameua
2377,2377,C,cultivo,tlalpixkayotl
2378,2378,C,cultivo de abejas,mimiauakaxitl
2379,2379,C,cultivo de caña,ouayotl
2380,2380,C,cultivo de maiz,elotlan
2381,2381,C,cultivo de maiz,tlayolan
2382,2382,C,cumbre,tepetlakpayotl
2383,2383,C,cuna,kosoli
2384,2384,C,cuncuenta,ompoalomatlaktli
2385,2385,C,cuncuenta y cinco,ompoalonkaxtoli
2386,2386,C,cuñada,huejpol
2387,2387,C,cuñada de la mujer,uestli
2388,2388,C,cuñado,ihues
2389,2389,C,cuñado del hombre ,texpoli
2390,2390,C,cupula,kuatlakali
2391,2391,C,curandero,tepatiani
2392,2392,C,curandero de mal de ojo,ejekapatiani
2393,2393,C,curanderos,tepatike
2394,2394,C,curar,patia
2395,2395,C,curiacion,tepatilistli
2396,2396,C,curiosidad,tlanematkachiualistli
2397,2397,C,curioso,tlanematkachiuani
2398,2398,C,curtido,tlauantli
2399,2399,C,curtidor,tlayapixkik
2400,2400,C,curtir,yamalia
2401,2401,C,curva,tepostsotik
2402,2402,C,curvado,chijcolti
2403,2403,C,curvo,noltik
2404,2404,D,dadivoso,tenemaktiani
2405,2405,D,dado,patoli
2406,2406,D,dador,temakak
2407,2407,D,daga,tepostemaixiliuani: daga f
2408,2408,D,dalia,kokoxochitl
2409,2409,D,dama,siuatlakatsintli
2410,2410,D,damiana,misxiuitl
2411,2411,D,danza,maseuayotl
2412,2412,D,danzante,mitotiki
2413,2413,D,danzar,itotia
2414,2414,D,dañado,itlakoli
2415,2415,D,dañar,itlakoa
2416,2416,D,dañino,itlakoltik
2417,2417,D,daño,itlakoltilistli
2418,2418,D,dar,maka
2419,2419,D,dar a entender,tlakakitia
2420,2420,D,dar comezon,jejjeyompa
2421,2421,D,dar consejo,nanamiki
2422,2422,D,dar credito ,tlajtolkakilia
2423,2423,D,dar de beber,atlitia
2424,2424,D,dar de comer,kualti
2425,2425,D,dar de tomar,camaca
2426,2426,D,dar direccion ,cojmaca
2427,2427,D,dar entregar,temaka
2428,2428,D,dar grito,huactzajtzi
2429,2429,D,dar gritos,kamayokaui
2430,2430,D,dar la cara,ixnextia
2431,2431,D,dar mal ejemplo,tlapolotia
2432,2432,D,"dar nalgadas, dar tunda",matlatlatsa
2433,2433,D,dar palmada,matlatsinia
2434,2434,D,dar parte ,tlajkotonia
2435,2435,D,dar placer,auialtia
2436,2436,D,dar razon,tepeuia
2437,2437,D,dar vueltas al agua,amamalakajoa
2438,2438,D,dardo,amimitl
2439,2439,D,datil,soyakapolin
2440,2440,D,de,chan
2441,2441,D,de alla para aca,kon
2442,2442,D,de ambos lados,nekok
2443,2443,D,de buen oido,nakasej
2444,2444,D,de buen pie,xoyej
2445,2445,D,de buena mano,mayej
2446,2446,D,de casa en casa,sejsenkalpan
2447,2447,D,de dia,tonaltika
2448,2448,D,de dos en dos,omeixpan
2449,2449,D,de esa manera,ikon
2450,2450,D,de la misma manera,san noui
2451,2451,D,de madrugada,ok youatsinko
2452,2452,D,de ningun modo es posible,san auel
2453,2453,D,de noche,youaltika
2454,2454,D,de nuevo,ayankuipan
2455,2455,D,de plano,sepan
2456,2456,D,de que manera,in kenin
2457,2457,D,de usted,amo-
2458,2458,D,de ustedes,amouan
2459,2459,D,debajo del,isecatan
2460,2460,D,deber,uikilia
2461,2461,D,debil,amo chikauak
2462,2462,D,debilidad,achikauayotl
2463,2463,D,debilitado ,achikaual
2464,2464,D,decaimiento,kokoloyotl
2465,2465,D,decimo,inik matlaktli
2466,2466,D,decir,ijtoa
2467,2467,D,decir chiste,kamanalka
2468,2468,D,decisivo,senka patio
2469,2469,D,declamación,tlajtokuikayotl
2470,2470,D,declaracion,kakistilistli
2471,2471,D,declarado,kakistili
2472,2472,D,declarar,kakistilia
2473,2473,D,decoracion,motlayololistli
2474,2474,D,decorado,motlayolo
2475,2475,D,decorar,motlayolotia
2476,2476,D,dedal,tepostlatsomaloni
2477,2477,D,dedo,iyicximajpil
2478,2478,D,dedo del pie,xopili
2479,2479,D,dedo meñique,mapiltontli
2480,2480,D,dedo pulgar,ueymapili
2481,2481,D,defamador,tlatenaualoni
2482,2482,D,defecar,kuitla
2483,2483,D,defecto,tlapilchiualistli
2484,2484,D,defectuoso,kotoktik
2485,2485,D,defender,manauia
2486,2486,D,defendido,temanauili
2487,2487,D,defensa,tenauatilistli
2488,2488,D,defensor,temanauiani
2489,2489,D,definicion,tlanesemixnaualistli
2490,2490,D,definido,tlanesemixnauali
2491,2491,D,definir,nesemixnaua
2492,2492,D,definitivamente,satepan
2493,2493,D,deformacion,xoxochilistli
2494,2494,D,degollado,tlakechtenkili
2495,2495,D,degollar,kechtenqi
2496,2496,D,dejalo alla,kauato
2497,2497,D,dejalo alli,kauaki
2498,2498,D,dejar dormir,kochkaua
2499,2499,D,dejar que ,cama
2500,2500,D,dejetivo,tokatlasenkaketl
2501,2501,D,del,mani
2502,2502,D,delagado,canacti
2503,2503,D,delantatero,teixpak
2504,2504,D,delatado,temaktili
2505,2505,D,delatar,temaktia
2506,2506,D,delfin,amichichi
2507,2507,D,delgado,kanauak
2508,2508,D,delicadeza,kanauakayotl
2509,2509,D,delicado,maili
2510,2510,D,deliciosa,auelik
2511,2511,D,delirio,masasiuilistli
2512,2512,D,delta,axeloli
2513,2513,D,demaciado,tsitsin
2514,2514,D,demasiado caro,papatio
2515,2515,D,demidcina de la calentura,atonauispatli
2516,2516,D,demoler,teyoua
2517,2517,D,demolición ,teyouastli
2518,2518,D,demolido,teyouaski
2519,2519,D,demonio,teselotl
2520,2520,D,demonios,tsitsimimej
2521,2521,D,demorar,huejcahua
2522,2522,D,demostracion,ixtlatilistli
2523,2523,D,demostrar,ixtlalia
2524,2524,D,dendito,tlateochiuani
2525,2525,D,denota,chapaacahualyoj
2526,2526,D,dentista,tlankopinani
2527,2527,D,dentro,calijti
2528,2528,D,dentro de,iyijtico
2529,2529,D,dentro de el ,ijtik
2530,2530,D,dentro de la casa,calijti
2531,2531,D,depilacion,tsontekistli
2532,2532,D,depoblar,momoyaua
2533,2533,D,deporte,auiltikayotl
2534,2534,D,deportivo,auiltikayok
2535,2535,D,deposito,kueskomatl
2536,2536,D,depravacion,anetlakualtilistli
2537,2537,D,depravado,anetlakualtilili
2538,2538,D,deprimido,amonotsalani
2539,2539,D,derecha,yek
2540,2540,D,derecho,nauatilmatilistli
2541,2541,D,derechos humanos,nauatiltlakayotl
2542,2542,D,derracar,tlasa
2543,2543,D,derramar,potlania
2544,2544,D,derramarse,nonoki
2545,2545,D,derretido,atik
2546,2546,D,derretir,atilia
2547,2547,D,derretirse,atia
2548,2548,D,derribado,tlasatli
2549,2549,D,derribar,cuajtzontequi
2550,2550,D,derrocar,xetinia
2551,2551,D,dervergonzado,apinauali
2552,2552,D,desabrigar,anilia
2553,2553,D,desabrihado,amo kualkani
2554,2554,D,desacierto,ayukayotl
2555,2555,D,desafiar,naukauia
2556,2556,D,desafio,tenaukauilistli
2557,2557,D,desagradable,asemeli
2558,2558,D,desagradecido,amoknelilmatini
2559,2559,D,desamor,nenekilistli
2560,2560,D,desamparado,iknouak
2561,2561,D,desaparecer,poliui
2562,2562,D,desaparecido,poliuini
2563,2563,D,desaparicion,ayokakatsintli
2564,2564,D,desarmar,tlauiskapina
2565,2565,D,desarrollo,temoskalistli
2566,2566,D,desastre,ouitepanyalistli
2567,2567,D,desastroso,tepanyalo
2568,2568,D,desatado,totomak
2569,2569,D,desatencion,amotlattilistli
2570,2570,D,desatento,amotlatini
2571,2571,D,desayunar,tenisa
2572,2572,D,desayuno,tenisalistli
2573,2573,D,desbaratado,xixini
2574,2574,D,desbaratar,xixinia
2575,2575,D,desbarrancado,tepexiuik
2576,2576,D,desbarrincar,tepexiuia
2577,2577,D,descalabrado,tekuatepacholi
2578,2578,D,descalabrar,kuatepachoa
2579,2579,D,descalzo,kaktonki
2580,2580,D,descansar,seuia
2581,2581,D,descanso,seuilistli
2582,2582,D,descarado,aninomamatini
2583,2583,D,descarar,aninomamati
2584,2584,D,descarga,netlakuepapilistli
2585,2585,D,descargado,tlamamaltemoui
2586,2586,D,descargar,temolia
2587,2587,D,descarriarse,chicoquisa
2588,2588,D,descender,temouia
2589,2589,D,descendido,temostli
2590,2590,D,descendimiento,temolistli
2591,2591,D,desceso,temostli
2592,2592,D,descobijado,petlautli
2593,2593,D,descobijar,petlaua
2594,2594,D,descocer,tsitoma
2595,2595,D,descolorido,istaleuak
2596,2596,D,descompuesto,xitik
2597,2597,D,desconfiado,nepatlali
2598,2598,D,desconfianza,nepatlalistli
2599,2599,D,desconfiar,nepatla
2600,2600,D,desconocido,amixmachtli
2601,2601,D,desconocimiento,ayauitl
2602,2602,D,descortes,atlakatlajtoak
2603,2603,D,descortesia,atlakatlajtolistli
2604,2604,D,descuartizado,tlatetenki
2605,2605,D,descuartizador,tlatetenkiani
2606,2606,D,descuartizar,tetenkia
2607,2607,D,descubierto,panitlasatl
2608,2608,D,descubridor,tlapantlasaliani
2609,2609,D,descubrimiento,tlapantlasalistli
2610,2610,D,descubrir,pantlasa
2611,2611,D,descuidado,yolokimali
2612,2612,D,descuidar,yolokimatia
2613,2613,D,descuido,yolokimatilistli
2614,2614,D,desde,in iuikpa
2615,2615,D,desdichado,atleueli
2616,2616,D,desear,eleuia
2617,2617,D,desechar,kaualtia
2618,2618,D,desecho,payanki
2619,2619,D,desembocadura,akamatl
2620,2620,D,desembocar,akamati
2621,2621,D,desembriagar,ixtomi
2622,2622,D,desempleado,tekixtili
2623,2623,D,desemplear,kixtia
2624,2624,D,desempleo,tekixtilistli
2625,2625,D,desenfrenado,tentlauelilok
2626,2626,D,desengañado,tetlaixtlatilili
2627,2627,D,desengañar,tlaixtlatilia
2628,2628,D,desengaño,tetlaixtlatilistli
2629,2629,D,desenrollado,tlatomatli
2630,2630,D,desenrollar,toma
2631,2631,D,desentona,kuikachalania
2632,2632,D,desentonado,kuikachalaniutli
2633,2633,D,desenvolver,totoma
2634,2634,D,desenvuelto,tlatotomali
2635,2635,D,deseoso,tlanenekini
2636,2636,D,desgajado,tsayanili
2637,2637,D,desgracia,aompayotl
2638,2638,D,desgraciado,aompaneui
2639,2639,D,desgranado,oyali
2640,2640,D,desgranar,coya
2641,2641,D,desguance,iuatilistli
2642,2642,D,deshilado,papachtli
2643,2643,D,deshilar,tenchaya
2644,2644,D,deshonra,temauispololistli
2645,2645,D,deshorar,mauispoloa
2646,2646,D,deshordenar,xinia
2647,2647,D,desierto,tlauakapanixtlaluak
2648,2648,D,desierto de arena,xalyukatlan
2649,2649,D,desmasiado,tekiuetska
2650,2650,D,desmayado,sotlauki
2651,2651,D,desmayar,kuetlaui
2652,2652,D,desmayarse,kochuetsi
2653,2653,D,desmayo,kochuetsilistli
2654,2654,D,desmigajado,nekakayachilili
2655,2655,D,desmigajar,kakayachilia
2656,2656,D,desmontar,tlaintia
2657,2657,D,desmonte,tlaintli
2658,2658,D,desmoronado,kakayakak
2659,2659,D,desmoronar,kakayaka
2660,2660,D,desmunuzado,teayayanoli
2661,2661,D,desnivel,pachiuitl
2662,2662,D,desnudar,petlaua
2663,2663,D,desnudez,tlapetlaualistli
2664,2664,D,desnudo,ipetzcan
2665,2665,D,desobediencia,atetlakamatilistli
2666,2666,D,desobediente,atekakini
2667,2667,D,desodorante,auiakatl
2668,2668,D,desollado,tlaxipeutli
2669,2669,D,desollamiento,xipeualistli
2670,2670,D,desollamiento de hombre,tlakaxipeualistli
2671,2671,D,desorden,tlaxitinilistli
2672,2672,D,desordenado,tlaxitinilili
2673,2673,D,desordenar,xitinilia
2674,2674,D,desovar,tesa
2675,2675,D,despachar un negocio,sesenkaua
2676,2676,D,despacio,ipasan 
2677,2677,D,desparpajado,xinini
2678,2678,D,desparpajar,xini
2679,2679,D,despeciado,amotlaixtilili
2680,2680,D,despedazado,kokotonani
2681,2681,D,despedazar,kokotona
2682,2682,D,despedida,teixnauatilistli
2683,2683,D,despedido,teixnauatilili
2684,2684,D,despedir,ixnaua
2685,2685,D,despedirse,ixnauatia
2686,2686,D,despegado,akouili
2687,2687,D,despegar,copehui
2688,2688,D,despegarse,tlamoleui
2689,2689,D,despejado,tlamichpantok
2690,2690,D,despejado,tonatli
2691,2691,D,despejar,xapotla
2692,2692,D,despellejar,xipeua
2693,2693,D,despercudido,xakualoli
2694,2694,D,desperdiciar,solchiua
2695,2695,D,despertar,isitia
2696,2696,D,despertar de un desencanto,tlatlachia
2697,2697,D,despertarse,kocheua
2698,2698,D,despierto,istok
2699,2699,D,despistado,ixkuapak
2700,2700,D,desplantador,tlaekaketsaloni
2701,2701,D,desplegado,tlasouali
2702,2702,D,desplegar,tlasoua
2703,2703,D,despliegue,tlasoualistli
2704,2704,D,desplimado,tlauiuitli
2705,2705,D,desplumar,uiuitla
2706,2706,D,despoblado,popoliuki
2707,2707,D,despojar,tlasenkuilili
2708,2708,D,despojo,tlasenkuilistli
2709,2709,D,despreciado,tlatelchiuali
2710,2710,D,desprecio,yolispachotli
2711,2711,D,desprenderse,mixeui
2712,2712,D,desprendido,tlamomoleutli
2713,2713,D,desprendimiento,tlamoleutli
2714,2714,D,despresion,tlakoyalistli
2715,2715,D,despues,kintepan
2716,2716,D,desquebrajar,ayayanoa
2717,2717,D,destapado,petlauak
2718,2718,D,destapador,petlaualoni
2719,2719,D,destapar,petlaua
2720,2720,D,desterrado,tlatotoktli
2721,2721,D,desterrar,totokki
2722,2722,D,desterreado,tlatotokili
2723,2723,D,destierro,tlatotokilistli
2724,2724,D,"destino, suerte ",tonali
2725,2725,D,destrozado,tlaixpololi
2726,2726,D,destrozo ,tlaixpololistli
2727,2727,D,destruccion,tlapopolistli
2728,2728,D,destrucción,tlaispololistli
2729,2729,D,destructor,tlaixpoloni
2730,2730,D,destruido,tlapopololi
2731,2731,D,destruir,ixpoloa 
2732,2732,D,desvan,tlapanko
2733,2733,D,desvanecido,yolmikilili
2734,2734,D,desvanecimiento,yolmikilistli
2735,2735,D,desvastacion,pisiltilistli
2736,2736,D,desvastado,pisili
2737,2737,D,desvelado,ixtlauik
2738,2738,D,desvelar,ixtlaui
2739,2739,D,desvergonzar,apinaua
2740,2740,D,detener,tsikoa
2741,2741,D,detenido,tlauejkauak
2742,2742,D,determinacion,nesemixnauatilistli
2743,2743,D,determinacion,tlaselmiluilistli
2744,2744,D,determinado,tlaselmiluili
2745,2745,D,determinar,tlaselmiluia
2746,2746,D,detestar,telchiua
2747,2747,D,detrás de ,itepotztaj
2748,2748,D,detrás de mi,nikampa
2749,2749,D,detrás de nosotros,tikampa
2750,2750,D,detrás de ti,mikampa
2751,2751,D,detrás de ustedes ,amikampa
2752,2752,D,deuda,tlapopokautilistli
2753,2753,D,deudor,uikilini
2754,2754,D,devanado,masasiuki
2755,2755,D,devastado,pisiltli
2756,2756,D,devenir,kaliui
2757,2757,D,devirciar,matuma
2758,2758,D,devocion,teomatilistli
2759,2759,D,devolucion,kopililistli
2760,2760,D,devolver,kopilia
2761,2761,D,devuelto,kopilili
2762,2762,D,día,tonali
2763,2763,D,dia de año nuevo,xiuiluitl
2764,2764,D,dia de dar de comer a  los dioses,tlatlakualistli
2765,2765,D,dia de fiesta,iluitonali
2766,2766,D,dia de la liberacion,tlajtoyaualistli
2767,2767,D,dia de las madres,nantsintlailuitl
2768,2768,D,dia de muertos,mikisiluitl
2769,2769,D,dia feriado,semiluitl
2770,2770,D,diablo,tlakatekolotl
2771,2771,D,diablolico,tlakatekoloyotl
2772,2772,D,diablos,tlatlakatekolo
2773,2773,D,diabolico,teselo
2774,2774,D,dialecto,kalpoltlajtoli
2775,2775,D,dialogo,nonotsalistli
2776,2776,D,diamante,tlatayatl
2777,2777,D,diariamente,ankimo
2778,2778,D,diario,momostla
2779,2779,D,diarrea,apitsatli
2780,2780,D,dibujado,tlakuili
2781,2781,D,dibujar,kuiloa
2782,2782,D,dibujo,tlatlilantli
2783,2783,D,dibulgado,tlapantlali
2784,2784,D,dibulgar,tsayana
2785,2785,D,diccion,tlajtolyotl
2786,2786,D,diccionario ,tlajtolamoxtli
2787,2787,D,diccionarios ,tlajtolamoxtin
2788,2788,D,dichoso,tlamaseuani
2789,2789,D,diecinueve,kaxtoli uan naui
2790,2790,D,dieciocho,kaxtoli uan yei
2791,2791,D,dieciseis,kaxtoli uan se
2792,2792,D,diecisiete,kaxtolome
2793,2793,D,diente,itan
2794,2794,D,dienton,tlanxipetik
2795,2795,D,dieresis,ometliltetl
2796,2796,D,diestro,mimatki
2797,2797,D,dieta,netlakualistli
2798,2798,D,diez,matlaktli
2799,2799,D,difamado,texiktlasali
2800,2800,D,difamar,xikitsoa
2801,2801,D,diferencia,amoneneukayotl
2802,2802,D,diferenciar,amoneneuki
2803,2803,D,diferente,amoneuki
2804,2804,D,diferido,tlauejkatlaxtli
2805,2805,D,diferir,amonamiki
2806,2806,D,dificil,ouitl
2807,2807,D,dificultad,ouikayotl
2808,2808,D,difundido,mauki
2809,2809,D,difunto,mikkatsintli
2810,2810,D,difunto,mikki
2811,2811,D,digerido,otemok
2812,2812,D,digestion,tlatemouilistli
2813,2813,D,dignidad,tekuyotl
2814,2814,D,digno,ixtililoni
2815,2815,D,dilatado,samauki
2816,2816,D,dilatar,samaua
2817,2817,D,diligente,yeli
2818,2818,D,dilivio,apachioualistli
2819,2819,D,dimension,ekauastik
2820,2820,D,dinero ,tomin
2821,2821,D,dinosaurio,ueykuetspalin
2822,2822,D,dios,moyokoyani
2823,2823,D,dios de las mujeres embarazadas,akuekueyosiuatl
2824,2824,D,dios de los cazadores,amimitl
2825,2825,D,dios del inframundo,akolmistli
2826,2826,D,dios del sol,tonatiuteotl
2827,2827,D,dios del viento,ejekateotl
2828,2828,D,dios enemigo,apochkayaoteotl
2829,2829,D,dios energia,teotl
2830,2830,D,dios hijo,teokonetl
2831,2831,D,dios maligno,tsitsimiteotl
2832,2832,D,dios padre,ueueteotl
2833,2833,D,dios petrificado,teteotl
2834,2834,D,dios protector de navegantes,akalometochtli
2835,2835,D,dios terrible,tetsauteotl
2836,2836,D,diosa,siuateotl
2837,2837,D,dioses,teteo
2838,2838,D,dioses de los barrios,kalpolteteo
2839,2839,D,diponer,senkaua
2840,2840,D,diposicion,tlasenkauatli
2841,2841,D,dique,apantlakuiuayan
2842,2842,D,director,tlakatlajtoani
2843,2843,D,dirigido,tlamalaualili
2844,2844,D,dirigir,melaualia
2845,2845,D,disciplina,tenonotialistli
2846,2846,D,disciplinado,tlanonotsali
2847,2847,D,disciplinar con rudeza,toponaltia
2848,2848,D,disco,kakiskopinaloni
2849,2849,D,discordia,neixmakilistli
2850,2850,D,discrecion,nemataliskayotl
2851,2851,D,discrepancia,amonamiktli
2852,2852,D,discurso,amamekatl
2853,2853,D,discurso antiguo,ueuetlajtolyotl
2854,2854,D,disenteria,tlekoasiuilistli
2855,2855,D,diseño,itajmachca
2856,2856,D,disfraz,neixpololistli
2857,2857,D,disfrazado,mixpoloki
2858,2858,D,disfrazar,ixpoloa 
2859,2859,D,disfrutar,auia
2860,2860,D,disimulador,anemokaknekili
2861,2861,D,disimular,anemokkakneki
2862,2862,D,disimulo,anemokkanekilistli
2863,2863,D,diso acuatico,atonatiu
2864,2864,D,disolucion ,atlakaneminilistli
2865,2865,D,disolver,neneloa
2866,2866,D,disparar,motla
2867,2867,D,disparo,motlalistli
2868,2868,D,dispersar,tlaokolia
2869,2869,D,dispersion,tetlaokolistli
2870,2870,D,disperso,tetlaokoli
2871,2871,D,disponer del tiempo,maxilia
2872,2872,D,dispuesto,mosenkauani
2873,2873,D,disputa,ixkomakalistli
2874,2874,D,disputadion,tekutlajtolistli
2875,2875,D,disputado,tekutlajto
2876,2876,D,disque,machamo
2877,2877,D,distancia,kalkayotl
2878,2878,D,distante,uejkateitstika
2879,2879,D,distincion,piltekayotl
2880,2880,D,distinguido,piltekatl
2881,2881,D,distinguir,ixmati
2882,2882,D,distintamente,tlaxexelostika
2883,2883,D,distinto,tlaxexeloli
2884,2884,D,distraerse,amana
2885,2885,D,distribuido,xexelo
2886,2886,D,distrito,altepetlatilantok
2887,2887,D,distritos,altepetlatilantoke
2888,2888,D,diversidad,nepanyotl
2889,2889,D,diversion,mauisoyotl
2890,2890,D,divertido,mauisoli
