_id,idpalabra,letra,palabra,descripcion
6006,6006,S,spongy,poxaktik
6007,6007,S,sponsor,teotikatajtli
6008,6008,S,spoon,neloani
6009,6009,S,sport,auiltikayotl
6010,6010,S,sports,auiltikayok
6011,6011,S,sports field,tlaxauilkan
6012,6012,S,spot,cacalihui
6013,6013,S,spray,capachohua
6014,6014,S,spread,axoa
6015,6015,S,"spreading , watering",tlamotla
6016,6016,S,spring,ameyalan
6017,6017,S,"spring , soft",huetan
6018,6018,S,sprout,kueponi
6019,6019,S,sprouted,xochtli
6020,6020,S,sprouting leaves,ishuayahui
6021,6021,S,spur,teposuitstli
6022,6022,S,spy,yaotlapixki
6023,6023,S,squad,tlanakasanoni
6024,6024,S,square,nopanitia
6025,6025,S,squash,patlachiua
6026,6026,S,squat,amo kuautik
6027,6027,S,squatting,xoloka
6028,6028,S,squeeze,patska
6029,6029,S,squeezed,tlapatskitl
6030,6030,S,squirrel,techalotl
6031,6031,S,st.,siuayektli
6032,6032,S,stack,panoa
6033,6033,S,stadium,momotlalkali
6034,6034,S,staff,makuilamamachiotl
6035,6035,S,stagnant water,apolatl
6036,6036,S,stain,kaxtilan in manchakapan
6037,6037,S,stained glass,tlapalteuilotl
6038,6038,S,stake,tlauapauilotl
6039,6039,S,stalagmite,achichipiktli
6040,6040,S,stallion,xinachyo
6041,6041,S,stamen,mekatlamautli
6042,6042,S,stand,kaltepiton
6043,6043,S,standard-bearer,pamitlani
6044,6044,S,standing callus,kaksoli
6045,6045,S,standing meat,xopalnakatl
6046,6046,S,standing water,atekochatl
6047,6047,S,stanza,sepantlakuikali
6048,6048,S,star,iluikatlamatli
6049,6049,S,starch,tlatexotl
6050,6050,S,stare,temoa
6051,6051,S,starfish,asitlalmichitli
6052,6052,S,starry,sitlalo
6053,6053,S,start,peua
6054,6054,S,starve,apitsmiktia
6055,6055,S,statement,kakistilistli
6056,6056,S,stationary,ketsak
6057,6057,S,stationery,amanamakoyan
6058,6058,S,statistical,tlasemanki
6059,6059,S,statue,tekuikuili
6060,6060,S,stay,kalitik
6061,6061,S,stayed,tekochitilili
6062,6062,S,steal,nichteki
6063,6063,S,steel,ueytepostli
6064,6064,S,steel lance,tepostopili
6065,6065,S,steep,tlaeuatiketsali
6066,6066,S,steer,akalueltekani
6067,6067,S,stem,iyohuayo
6068,6068,S,step,sentlaxitl
6069,6069,S,stepbrother,itacpaicnin
6070,6070,S,stepfather,itacpataj
6071,6071,S,stepmother,itacpaye
6072,6072,S,stepson,itacpapiltzin
6073,6073,S,sterile,tetsakatl
6074,6074,S,sterility,tetsakayotl
6075,6075,S,sterilize,tetsaka
6076,6076,S,sterilized,tetsakali
6077,6077,S,stern,akalkuexkochtli
6078,6078,S,stethoscope,yolokakiloni
6079,6079,S,stew,icopa
6080,6080,S,stick,kuauuatsali
6081,6081,S,sticky,sasalik
6082,6082,S,"still , yet",ok
6083,6083,S,sting,itzinmimayo
6084,6084,S,stingy,aninokotontlani
6085,6085,S,stink,potonilistli
6086,6086,S,stinky,potoniyo
6087,6087,S,stir,tenexuia
6088,6088,S,stirrer,tlatenexuiani
6089,6089,S,stirrup,tepantli ichkauak
6090,6090,S,stitch,tlatakauitsoli
6091,6091,S,stoking the fire,pipitsa
6092,6092,S,stomach,totlatlakuayan
6093,6093,S,stomach pain,ixkonechkualotl
6094,6094,S,stone,teuilia
6095,6095,S,stones,huateyoj
6096,6096,S,stop,tsikoa
6097,6097,S,stork,kaxtilastatl
6098,6098,S,storm,ejekakiauitl
6099,6099,S,story,tlajtolpapalotl
6100,6100,S,stove,tepostlekuili
6101,6101,S,straight,youikuitl
6102,6102,S,straight nose,pitsauayakatl
6103,6103,S,straighten,malaua
6104,6104,S,straightened,tlamalautli
6105,6105,S,strain,nextlalia
6106,6106,S,"strain , balled",tlaltsontli
6107,6107,S,strainer,apastli
6108,6108,S,strand,akana
6109,6109,S,straw,sakakueitl
6110,6110,S,strawberry,asesexokotl
6111,6111,S,stream,apachakatl
6112,6112,S,street,ojkali
6113,6113,S,stressed,kuejsouali
6114,6114,S,stretcher,cuatapech
6115,6115,S,strikethrough,tlaxinilili
6116,6116,S,stripe,uauanilistli
6117,6117,S,stroke,mataka
6118,6118,S,structure arquiteconica,kalmikistetl
6119,6119,S,strut,tlaxilotl
6120,6120,S,student,tlamachtiltin
6121,6121,S,students,machtianimej
6122,6122,S,studious,ixtlamatki
6123,6123,S,study,machtia
6124,6124,S,sturar,kakatsa
6125,6125,S,sty,koyamekali
6126,6126,S,style,yautlajtolistli
6127,6127,S,suavisante,uelikayo
6128,6128,S,subject,pachoaloani
6129,6129,S,submarine,teposakamitl
6130,6130,S,submerge,apoloktia
6131,6131,S,submit,tlautia
6132,6132,S,submitted,kalchaki
6133,6133,S,subscriber,tlalkualitoli
6134,6134,S,substance,xochiyotl
6135,6135,S,substance abuse,kochipayotl
6136,6136,S,substantial,xochiyo
6137,6137,S,substitute,maxiltiani
6138,6138,S,substituted,maxiltili
6139,6139,S,suburb,tenankiauatl
6140,6140,S,succeed,aasi
6141,6141,S,success,teaasistli
6142,6142,S,such,akantetlaneui
6143,6143,S,"such , such thing",yuki
6144,6144,S,suchil,xochitl
6145,6145,S,suchitoto,xochitotok
6146,6146,S,suck,pachisijina
6147,6147,S,sucker,achichinki
6148,6148,S,sudan,sudania
6149,6149,S,sudanese,sudaniatl
6150,6150,S,suddenly,atenamachpan
6151,6151,S,suede pants,kaltsatl
6152,6152,S,suereño,uitstlani
6153,6153,S,suffer,aikni
6154,6154,S,suffering,masasiui
6155,6155,S,suffocate,iyomiki
6156,6156,S,sugarcane,akaitetl
6157,6157,S,suicide,atletini
6158,6158,S,sulfur,yolimochitl
6159,6159,S,sultepec,soltepek
6160,6160,S,summer,xupantlakayotl
6161,6161,S,summer wind,tonalejekatl
6162,6162,S,summit,tepetlakpayotl
6163,6163,S,sumpter,yolitl
6164,6164,S,sun,tonaluia
6165,6165,S,sun god,tonatiuteotl
6166,6166,S,sunbeam,tonamitl
6167,6167,S,sunday,teoiluitl
6168,6168,S,sunken,polanki
6169,6169,S,sunny,atonauki
6170,6170,S,sunset,neyoleualistli
6171,6171,S,superb,nepouani
6172,6172,S,supermarket,ueytiankistli
6173,6173,S,supplicate,maxiltia
6174,6174,S,supplier,tlaimatki
6175,6175,S,supply,kualonilistli
6176,6176,S,support,tlakuaunapalolistli
6177,6177,S,suppuration,temalatli
6178,6178,S,surely,tlakatolistika
6179,6179,S,surface,ixko
6180,6180,S,surgeon,texotlatisitl
6181,6181,S,surgery,texotlatisilistli
6182,6182,S,surplus,tlakaualotl
6183,6183,S,surrender,kalaki
6184,6184,S,surveillance,ixtosolixtli
6185,6185,S,suspicious,nepatlali
6186,6186,S,sustained,tlatsitskili
6187,6187,S,suture,keanatsinkak
6188,6188,S,swallow,kuikuitskatl
6189,6189,S,swallowed,tlatololi
6190,6190,S,swan,ketsalkanautli
6191,6191,S,swarm,mimiauamej
6192,6192,S,swear,itechtlajtoa
6193,6193,S,sweat,neitonalia
6194,6194,S,sweater,uipiltetektli
6195,6195,S,sweating,neitonalistli
6196,6196,S,swedish,suekanekatl
6197,6197,S,sweep,tlachpa
6198,6198,S,sweeper,tlachpanani
6199,6199,S,sweet,nekutik
6200,6200,S,sweet bread,tlaxkalnekutli
6201,6201,S,sweet corn,kakamak
6202,6202,S,sweet potato,camoj
6203,6203,S,sweet spot,tsopelkua
6204,6204,S,sweet tamale,xokotamali
6205,6205,S,sweeten,nekutia
6206,6206,S,sweetened,nekutili
6207,6207,S,sweetgum,okosotl
6208,6208,S,sweetness,nekuyotl
6209,6209,S,swell,tilaua
6210,6210,S,swim,akisani
6211,6211,S,swimmer,atle
6212,6212,S,swimming,apotsonali
6213,6213,S,swimming pool,atekaxmatemaloyan
6214,6214,S,swing,tlachitlasaki
6215,6215,S,swirl,ejekamalakatl
6216,6216,S,swollen,xixikipiltik
6217,6217,S,swordfish,uitsilmichin
6218,6218,S,swordsman,teposmakuauchiuki
6219,6219,S,sydney,sydney
6220,6220,S,synagogue,yudiokali
6221,6221,S,syndrome,itestlajtlakoli
6222,6222,S,synthesize,ueyakilia
6223,6223,S,syria,siria
6224,6224,S,syrian,siriatekatl
6225,6225,S,syringe,teposchiupatli
6226,6226,S,syrup,nekupatli
6227,6227,S,system nervis,tlauapanketl
6228,6228,T,tabasco,onoualko
6229,6229,T,tabasco be,onoualka
6230,6230,T,table,nautlateuili
6231,6231,T,table tennis,nematopeuilistli
6232,6232,T,tablecloth,tlapalchiukayotl
6233,6233,T,tablespoon,matlakualxopiloni
6234,6234,T,tablet,tepatli
6235,6235,T,tablita,cuijlo
6236,6236,T,tacan,tenankali
6237,6237,T,tacaxipehualiztli,takaxipeualistli
6238,6238,T,tackle,tsakuilia
6239,6239,T,tacuba,tlakopan
6240,6240,T,tadio,teotlakuili
6241,6241,T,tail,cuitapil
6242,6242,T,tailor,iyompaya
6243,6243,T,taint,akantachini
6244,6244,T,taiwan,taiuaniatl
6245,6245,T,taiwanese,taiuaniatl
6246,6246,T,tajikistan,tayikistania
6247,6247,T,take,kixtia
6248,6248,T,take grab,kitski
6249,6249,T,take head,kuatsineua
6250,6250,T,take in hand,mapachoa
6251,6251,T,take off,copehui
6252,6252,T,take part,tlajkotonia
6253,6253,T,take the stage,akana
6254,6254,T,take the tree leaves,kiolotia
6255,6255,T,talavera pottery,xiutekomatl
6256,6256,T,talk,tlajtoa
6257,6257,T,talk more,kamaxipoli
6258,6258,T,talk to someone,notsa
6259,6259,T,talkative,atlajtoalamini
6260,6260,T,tallow,ixepojyo
6261,6261,T,tamal,tamali
6262,6262,T,tamales,capiqui
6263,6263,T,tamarind,kuaxiloxokotl
6264,6264,T,tamarind pulp,palxokoyonakatl
6265,6265,T,tamarind tree,kuaxilomiskitl
6266,6266,T,tamaulipas,tamajolipan
6267,6267,T,tamazula,tamasolan
6268,6268,T,tamazulapan,tamasolapan
6269,6269,T,tamborcito,tekomalpili
6270,6270,T,tamboro,panueuetl
6271,6271,T,tambourine,nekotekantli
6272,6272,T,tame,tlakasiuki
6273,6273,T,tamer,tlakasiutiani
6274,6274,T,tamp,peni
6275,6275,T,tan,tonalmikki
6276,6276,T,tank,atlalili
6277,6277,T,tanner,tlayapixkik
6278,6278,T,tanning,tlauantli
6279,6279,T,tanzania,tansania
6280,6280,T,tanzanian,tansanekatl
6281,6281,T,tanzanian be,tansania
6282,6282,T,tanzanian language,tansaniatlajtoli
6283,6283,T,taoism,taoyotl
6284,6284,T,taoist,taotlakatl
6285,6285,T,tapador,tlakali
6286,6286,T,tapalpa jalisco,tlalpalpan
6287,6287,T,tapanco,tlalpanko
6288,6288,T,tape,mekasanili
6289,6289,T,tape measure,tlatlamachiomekatl
6290,6290,T,tapir,antatl
6291,6291,T,tarantula,tlasoltokatl
6292,6292,T,tarascan language,michoakatlajtoli
6293,6293,T,tarpaulin,sitlalkueyitl
6294,6294,T,tarsa ​​region,michoakapan
6295,6295,T,tarugo,tlakuautokoni
6296,6296,T,task,semiluitekitl
6297,6297,T,taste,tlauelittalistli
6298,6298,T,tasteless,cuati
6299,6299,T,tasty,hueli
6300,6300,T,teach,tlasaloltia
6301,6301,T,teacher,temachtiani
6302,6302,T,teaching,tlamachtilistli
6303,6303,T,teal,xomotl
6304,6304,T,team,amealotl
6305,6305,T,teapa,teapan
6306,6306,T,tear,uiloni
6307,6307,T,tears,ixayotl
6308,6308,T,tecamac,tekamak
6309,6309,T,tecancingo,tenantsinko
6310,6310,T,technological,teknoloyo
6311,6311,T,technology,amantekayotl
6312,6312,T,tecientos,kaxtolpoali
6313,6313,T,tecolutla,tekolotlan
6314,6314,T,tecomate,itecon
6315,6315,T,tecozautla,tekosautlan
6316,6316,T,tecpan warrior galeana,tekpan
6317,6317,T,tecuala nayarit,tekuanlan
6318,6318,T,tecuihuitontli,tekuiluitontli
6319,6319,T,teeth hurt,tlankokoya
6320,6320,T,tegucigalpa,tekutsinkalpan
6321,6321,T,tehuacan,teuakan
6322,6322,T,tehuantepec,tekuantepek
6323,6323,T,teibolera,auyankali
6324,6324,T,tejocote,texokotl
6325,6325,T,tejocotes canned,texokotsopelotli
6326,6326,T,tejon,ostoapachtli
6327,6327,T,tejon herd,chico
6328,6328,T,telecommunication,temasilmatilistli
6329,6329,T,telescope,iluikamachioli
6330,6330,T,tell books,amoxpoua
6331,6331,T,teller,tenonotsani
6332,6332,T,temascalsingo,tematskaltsinko
6333,6333,T,temazcal bath in,tema
6334,6334,T,temazcala,tematskalapan
6335,6335,T,temborilero,ueuekuikani
6336,6336,T,temixco,temisko
6337,6337,T,"temoaya , state of mexico",temoayan
6338,6338,T,tempano,isik
6339,6339,T,temple,kanauakantli
6340,6340,T,tempt,yeyekoa
6341,6341,T,temptation,teyeyekoitilistli
6342,6342,T,tempting,teyeyekoani
6343,6343,T,ten,matlaktli
6344,6344,T,tenant,amomotokilismak
6345,6345,T,tenayuca state of mexico,tenayokan
6346,6346,T,tend,soa
6347,6347,T,tender,kamojtik
6348,6348,T,tender bean,etsali
6349,6349,T,tenderness,seltikayotl
6350,6350,T,tendon,italhuayo
6351,6351,T,tennis,tenixlistli
6352,6352,T,tenoch,tenoch
6353,6353,T,tenochca,tenochkatl
6354,6354,T,tenochtitán,tenochtitlan
6355,6355,T,tent,kuitlapetlatl
6356,6356,T,tenth,inik matlaktli
6357,6357,T,tenza,kuatsontli
6358,6358,T,teñidura,tlapalistli
6359,6359,T,teotepeque,teotepek
6360,6360,T,teotihuacan,teotiuakatl
6361,6361,T,teotitlan del valle,teotitlan
6362,6362,T,tepache,tepachnekutli
6363,6363,T,tepalcatepec,tepalkatepek
6364,6364,T,tepaneca,tepanekatl
6365,6365,T,tepeaca,tepeyakak
6366,6366,T,tepeapulco,tepeapolko
6367,6367,T,tepetate,tepetlatl
6368,6368,T,tepeyahualco morelos,tepeyaualko
6369,6369,T,tepezcuintle,tepeitskuintli
6370,6370,T,"tepic, nayarit",tepik
6371,6371,T,tepidity,tlakelchiualistli
6372,6372,T,tepito,tepiton
6373,6373,T,tepojal,tepoxali 
6374,6374,T,teponaztle,teponastli
6375,6375,T,teporingo,sakatochin
6376,6376,T,tepotzotlan,tepotsotlan
6377,6377,T,tepoztlan,tepostlan
6378,6378,T,tequila,tekila
6379,6379,T,tequisquiapan,tekixkiapan
6380,6380,T,tequixquiac,tekixkiak
6381,6381,T,term,tesentlayekoltilistli
6382,6382,T,terpozan,axixkuauitl
6383,6383,T,terrestrial,tlaltik
6384,6384,T,terrible,teisouik
6385,6385,T,territory,nakalotiloayan
6386,6386,T,terron,tlaltetl
6387,6387,T,terrorism,yaoteisauiyotl
6388,6388,T,terrorist,temamautini
6389,6389,T,terrorize,mamautia
6390,6390,T,test,moyekolia
6391,6391,T,tested,moyekolili
6392,6392,T,testicle,auakatl
6393,6393,T,tetiñir,chalani
6394,6394,T,texan,texanekatl
6395,6395,T,texas,texan
6396,6396,T,texcoco,teskokok
6397,6397,T,tezcatlipoca,teskatlilpoka
6398,6398,T,teziuhtlán,texiutlan
6399,6399,T,tezontepec,tetsontepek
6400,6400,T,tezontle,tetsontli
6401,6401,T,tezoyuca,tetsonyokan
6402,6402,T,thai,tailandatl
6403,6403,T,thai language,tailantlajtoli
6404,6404,T,thailand,tailandia
6405,6405,T,thank,tlasojkamati
6406,6406,T,thank you very much,tepochtli
6407,6407,T,thanks,tlasojkamati
6408,6408,T,that,inepa
6409,6409,T,that hopefully,ma
6410,6410,T,that way,in kenin
6411,6411,T,thaw,atilia
6412,6412,T,the,yeuatl
6413,6413,T,the costa rican,nekuiltonolanaua
6414,6414,T,the first,yakatiak
6415,6415,T,the more,tachkau
6416,6416,T,the next day,imostlatika
6417,6417,T,the party,ihuitaj
6418,6418,T,the pronoun,yej-
6419,6419,T,the right side,iyecama
6420,6420,T,"the same , the same",inonsan
6421,6421,T,the the the the the les,in
6422,6422,T,the vatincano,vatikanopan
6423,6423,T,the writhing,kotsili
6424,6424,T,theater,ixeuakali
6425,6425,T,them,intlok
6426,6426,T,then,immanon
6427,6427,T,therapy,tematstisiyotl
6428,6428,T,there,onkan
6429,6429,T,there will,epatach
6430,6430,T,thermal water,atotonili
6431,6431,T,thermometer,kaumachioli
6432,6432,T,these,inimeke
6433,6433,T,they,aneuan-
6434,6434,T,they scoop,teposneloani
6435,6435,T,they shell,kalotl
6436,6436,T,they wooden scoop,kuauneloani
6437,6437,T,thick,tlatetsauak
6438,6438,T,thick reed,ostopili
6439,6439,T,thick wine,oktetsauak
6440,6440,T,"thick, vast",pol
6441,6441,T,thickened,tilautli
6442,6442,T,thicket,tlatetsaualistli
6443,6443,T,thief,ichtekki
6444,6444,T,thieves,ichtekke
6445,6445,T,thigh,tomaxak
6446,6446,T,thimble,tepostlatsomaloni
6447,6447,T,thin,tlakanaua
6448,6448,T,thin fabric,tokapeyotl
6449,6449,T,thin reed,xomalin
6450,6450,T,thing,inejqui
6451,6451,T,"thing , matter",tlamantli
6452,6452,T,think,ayekilua
6453,6453,T,thinker,ayekimatini
6454,6454,T,thinned,tlakanautli
6455,6455,T,third,inik yei
6456,6456,T,third person sigular,i- 
6457,6457,T,thirst,amikistli
6458,6458,T,thirsty,amikini
6459,6459,T,thirteen,matlaktli uan yei
6460,6460,T,thirty,sempoalomatlaktli
6461,6461,T,thirty-five,sempoalonkaxtoli
6462,6462,T,this,inin
6463,6463,T,this morning,axkankualka
6464,6464,T,this time,axkankayotl
6465,6465,T,this trembling,uiuiyokatok
6466,6466,T,this year,inin xiupan
6467,6467,T,thistle,uitskilitl
6468,6468,T,thistle seed,petsikatl
6469,6469,T,thorough,ueliski
6470,6470,T,those,ajkiuan
6471,6471,T,thou pronoun.,teuatl
6472,6472,T,thought,ayekimatilistli
6473,6473,T,thoughtful,ayekilmatini
6474,6474,T,thousand,mil
6475,6475,T,thousand two hundred,yeitsontli
6476,6476,T,thrasher,kuitlakochin
6477,6477,T,thread,soso
6478,6478,T,threat,atemautilistli
6479,6479,T,threaten,atemautia
6480,6480,T,threatened,atemautili
6481,6481,T,three,eyi
6482,6482,T,thresh,coya
6483,6483,T,threshold,tlaixkuauitl
6484,6484,T,thrive,sempakka
6485,6485,T,throat,icocoj
6486,6486,T,throb,teyolokuika
6487,6487,T,through,tika
6488,6488,T,throughout the body,isempan
6489,6489,T,throw,tepeua
6490,6490,T,throw off,kopinia
6491,6491,T,"throwing, arrow",mina
6492,6492,T,thrush,akatsanatl
6493,6493,T,thumb,ueymapili
6494,6494,T,thunder,tlatekuinalotl
6495,6495,T,thundering rocket,tlakueponia
6496,6496,T,thursday,nauiluitl
6497,6497,T,thus,ikon
6498,6498,T,thwart,xixinia
6499,6499,T,tia,auitl
6500,6500,T,tibia,tlanitstli
6501,6501,T,tick,ixcape
6502,6502,T,ticket,amatomin
6503,6503,T,ticks,chipo
6504,6504,T,tide,aejekatl
6505,6505,T,tie,kechmekatl
6506,6506,T,tie something,tlatakatsoua
6507,6507,T,tied,aompak
6508,6508,T,tiger teeth,kuitlamistli
6509,6509,T,tiger warrior,yaoselotl
6510,6510,T,tight,tlamapikili
6511,6511,T,tighten,tilinia
6512,6512,T,tildio,amakostitototl
6513,6513,T,tile,texotototl
6514,6514,T,till,milia
6515,6515,T,tilts,tlatamachioualoni
6516,6516,T,timber,kakaxtli
6517,6517,T,time,iman
6518,6518,T,time ago,amokinkeskauitl
6519,6519,T,time of drought,tlauakapatlan
6520,6520,T,time of hope,netemachilispan
6521,6521,T,time span,nixtla
6522,6522,T,timon,akalimachoni
6523,6523,T,timoriano,timoriatl
6524,6524,T,tin,anochitl
6525,6525,T,tinacal,tinkali
6526,6526,T,tinsel,teokuitlamatl
6527,6527,T,tiny,tepitsin
6528,6528,T,tip,yakatli
6529,6529,T,tire,siyaui
6530,6530,T,tired,siamikki
6531,6531,T,title of book,amoxtokaitl
6532,6532,T,tizapan jalisco,tisapan
6533,6533,T,tizayuca,tisayokan
6534,6534,T,tizon,tlekojkotokkuauitl
6535,6535,T,tlacol,tlalok
6536,6536,T,tlacoyo,tlakoyotl
6537,6537,T,tlahuac,tlaluak
6538,6538,T,tlahuilca language,tlauilkatlajtoli
6539,6539,T,tlaltekutli,tlaltekutli
6540,6540,T,tlapalería,tlapalkoyan
6541,6541,T,tlapan,tlalpan
6542,6542,T,tlascalate,tlaxkalatl
6543,6543,T,tlatelolco,tlaltelolko
6544,6544,T,tlaxcala,tlaxkalan
6545,6545,T,tlaxcalteca,tlaxkaltekatl
6546,6546,T,tlaxcaltequidad,tlaxkalayotl
6547,6547,T,to,a
6548,6548,T,"to , to",kana
6549,6549,T,"to , to , the",kanapa
6550,6550,T,to alla,nechkampa
6551,6551,T,to clap,matlatsinia
6552,6552,T,to cry,huactzajtzi
6553,6553,T,to curoña,korunia
6554,6554,T,to deliver,temaka
6555,6555,T,to face,ixnextia
6556,6556,T,to left of,iyopochcampa
6557,6557,T,to my,nouikpa
6558,6558,T,to price,patiotlalia
6559,6559,T,to take,camaca
6560,6560,T,to the sides,tlamak
6561,6561,T,to us,tech-
6562,6562,T,to water,atlitia
6563,6563,T,to where,kan
6564,6564,T,to which,kanyepan
6565,6565,T,to you,amech-
6566,6566,T,toad,tamasolin
6567,6567,T,toast,teixkalikutlaxkali
6568,6568,T,toasted,gamochti
6569,6569,T,tocon,cuatepon
6570,6570,T,today,axkan
6571,6571,T,toe,xopili
6572,6572,T,toe meat,xopilnakatl
6573,6573,T,together,alauakatl
6574,6574,T,togo,toko
6575,6575,T,toilet,kuitlakali
6576,6576,T,toilets,altikaltin
6577,6577,T,tokyo,tokio
6578,6578,T,toloache,toloatsin
6579,6579,T,toluca,tolokan
6580,6580,T,tolvanera,youaltetsauitl
6581,6581,T,tomatlán,tomatlan
6582,6582,T,tomato,xitomatl
6583,6583,T,tomb,tekochtli
6584,6584,T,tomba,ejekakoamixtli
6585,6585,T,tomor,tlamautilistli
6586,6586,T,tomorrow morning,mostlakualka
6587,6587,T,tompeta,tlapitsalkuakuauitl
6588,6588,T,tonala,tonalan
6589,6589,T,tonatico,tonatiuko
6590,6590,T,tonga,tongia
6591,6591,T,tongs,tepostlaloni
6592,6592,T,tongue-twister,kamanalatoli
6593,6593,T,too expensive,papatio
6594,6594,T,"too much, too",senka tlayeyekolistli
6595,6595,T,tool,tepostlatkitl
6596,6596,T,tool shank,kouyoloni 
6597,6597,T,tooth,itan
6598,6598,T,toothache,tlankokualotl
6599,6599,T,toothbrush,tlanchichikoni
6600,6600,T,toothpaste,tlanchipeuali
6601,6601,T,top,tsonyotl
6602,6602,T,topic,tlajtolpechtilistli
6603,6603,T,topography,tlalmatilistli
6604,6604,T,topple,xetinia
6605,6605,T,toral acrco,tekuloli
6606,6606,T,torch,okopili
6607,6607,T,torch song,kuikatlauili
6608,6608,T,torn apart,ayayanoa
6609,6609,T,tortilla,lorotaxcal
6610,6610,T,tortola,kokotli
6611,6611,T,totonaca,totonakatl
6612,6612,T,totopo,totopochtli
6613,6613,T,tototlan jalisco,tototlan
6614,6614,T,touch,matoka
6615,6615,T,tourism,auikyanilistli
6616,6616,T,tourist,auikyani
6617,6617,T,tourniquet,tlaxoktli
6618,6618,T,tow,ichkasoli
6619,6619,T,tower,tlapilkoyan
6620,6620,T,tower defense,uejkapan yaokali
6621,6621,T,town hall,koatlakan
6622,6622,T,town or village,altepemaitl
6623,6623,T,toxcatl,toxkatl
6624,6624,T,toy,ajauili
6625,6625,T,tozoztontli,tosostontli
6626,6626,T,traced,tlatemachiuali
6627,6627,T,trachea,sasanaktli
6628,6628,T,tracked,tlatlanekuili
6629,6629,T,tractor,traktori
6630,6630,T,trade,ki
6631,6631,T,tragic death,yaomikki
6632,6632,T,trail,tlatlanekuilistli
6633,6633,T,trailer,kalmimilolchan
6634,6634,T,train,yakana
6635,6635,T,trained,tlayakatentli
6636,6636,T,traitor,temaktekauani
6637,6637,T,tranpostar,uakaloa
6638,6638,T,transladar,tlalkuapa
6639,6639,T,translate,tlajtolkuepa
6640,6640,T,translated,tlajtokuepalili
6641,6641,T,translation,tlajtolkuepalistli
6642,6642,T,translation into nahuatl,nauatlajtolkuapalistli
6643,6643,T,translational,tlalkuapalistli
6644,6644,T,transport,aniuaya
6645,6645,T,trap,cuacacax
6646,6646,T,trapped,pachouki
6647,6647,T,trash,tlasoli
6648,6648,T,travel,auikyaui
6649,6649,T,tread,tlalketstli
6650,6650,T,treason,temaktekaualistli
6651,6651,T,treasure,teokuitlapia
6652,6652,T,treasurer,teokuitlapixki
6653,6653,T,treasury,tlachixkautilistli
6654,6654,T,treble clef,kuikamachiotl
6655,6655,T,tree,cuahui
6656,6656,T,tree leaf,kuautlapali
6657,6657,T,tree resin,kuauoxitl
6658,6658,T,trees,kuaumej
6659,6659,T,tremble,cuecuechca
6660,6660,T,tremble with fear,kuaseniui
6661,6661,T,treque,patlali
6662,6662,T,trial,tetlasontekilistli
6663,6663,T,triangle,yeitlateuili
6664,6664,T,trichinella,tetsiuitl
6665,6665,T,trinidad and tobago,trinidad uan tobako
6666,6666,T,trinity,yeilistli
6667,6667,T,trio,tlapiyekuikalistli
6668,6668,T,trip,tlaluitekilistli
6669,6669,T,trlacuache,tlakuatl
6670,6670,T,trobellino,ueyejekatl
6671,6671,T,trombone,tlapitsalualistli
6672,6672,T,tropical storm,atlakamanilistli
6673,6673,T,tropical wood,auakuauitl
6674,6674,T,trot,aaktia
6675,6675,T,troublemaker,akomanani
6676,6676,T,trough,kuauapastli
6677,6677,T,trout,atoyamichin
6678,6678,T,trowel,tlaekaketsaloni
6679,6679,T,truck load,tepostlameni
6680,6680,T,truffle,kuitlananakatl
6681,6681,T,trumpet,teposkikistli
6682,6682,T,trumpeted,tsatsini
6683,6683,T,trumpeting,kikisoa
6684,6684,T,trunk,icuaya
6685,6685,T,trust,temachi
6686,6686,T,truth,neli
6687,6687,T,try,yukateyolia
6688,6688,T,t-shirt,kechxikoli
6689,6689,T,tub,apastlapaloni
6690,6690,T,tuba,ueytlapitsalkuakuauitl
6691,6691,T,tube,kokojtli
6692,6692,T,tuberculosis,tetsaukokolistli
6693,6693,T,tubers,totstli
6694,6694,T,tuesday,omeiluitl
6695,6695,T,tuetano,itotanyo
6696,6696,T,tulip flower,xochitolipan
6697,6697,T,tulips,tolipan
6698,6698,T,tultitlan,toltitlan
6699,6699,T,tumble,cajquetza
6700,6700,T,tuna,kaxtilkuikatl
6701,6701,T,tunar,nochtlan
6702,6702,T,tundra,sesektlan
6703,6703,T,tunica,kamitl
6704,6704,T,tunisian,tunisiatl
6705,6705,T,tupir,tetepachoa
6706,6706,T,turbid water,tesatl
6707,6707,T,turin,torin
6708,6708,T,turkey,alatl
6709,6709,T,turkey meat,ueixolonakatl
6710,6710,T,turkey turkey,ueixolotl
6711,6711,T,turkeys turkeys,ueixolomej
6712,6712,T,turkish,turkitekatl
6713,6713,T,turkmenistan,turmenistania
6714,6714,T,turmenistaní,turmenistaniatl
6715,6715,T,turn,malakachoa
6716,6716,T,turn coal,xoktlalia
6717,6717,T,turn off,seui
6718,6718,T,turn on,tletlalia
6719,6719,T,turn yellow,kosaui
6720,6720,T,turned,tentsouki
6721,6721,T,turquoise,teoxiuitl
6722,6722,T,turquoise mosaic,xiupiltontli
6723,6723,T,turquoise necklace,xiukoatl
6724,6724,T,turquoise snake mask,xiukoaxayakatl
6725,6725,T,tutotepec hidalgo oaxaca .,tototepek
6726,6726,T,tuvalu,tuvalu
6727,6727,T,tuxpan,tochpan
6728,6728,T,tuxtepec,tochtepek
6729,6729,T,tuxtla,tochtlan
6730,6730,T,tuza,tosan
6731,6731,T,tv,tlatsopiktli
6732,6732,T,twelve,matlakome
6733,6733,T,twenty,sempouali
